analysis,metric,model,model_label,split,stage,side,peptide_balanced_mean,peptide_median,ci_low,ci_high,n_peptides,n_bootstrap,test_peptide_balanced_mean,test_ci_low,test_ci_high,immrep_peptide_balanced_mean,immrep_ci_low,immrep_ci_high,immrep_minus_test,immrep_minus_test_ci_low,immrep_minus_test_ci_high,immrep_div_test,immrep_div_test_ci_low,immrep_div_test_ci_high,n_peptides_test,n_peptides_immrep
unnormalised_mse,median_latent_norm,raw_esmc_vicreg,Raw ESMC + VICReg,comparison_immrep_vs_test,input,tcr,,,,,,2000,0.7337639879845711,0.732113875002135,0.7354506940510138,0.7208816196980816,0.7199161167091622,0.721847122687001,-0.012882368286489476,-0.015073213806827482,-0.010988590858985587,0.9824434443534447,0.9795109654666783,0.9850001246659659,381.0,20.0
unnormalised_mse,median_latent_norm,raw_esmc_vicreg,Raw ESMC + VICReg,comparison_immrep_vs_test,pre_expander,tcr,,,,,,2000,1.8507558512870312,1.83274532693037,1.868958288515091,2.1248421256808867,2.1114657392689007,2.1382185120928727,0.27408627439385547,0.24933503634889564,0.29686520752719703,1.1480942363106692,1.1335702087149486,1.161675270646046,381.0,20.0
unnormalised_mse,median_latent_norm,raw_esmc_vicreg,Raw ESMC + VICReg,comparison_immrep_vs_test,final_latent,tcr,,,,,,2000,5.725909179791081,5.646027285859445,5.811738739851329,5.028992479835365,4.952025284432833,5.105959680039828,-0.6969166999557164,-0.80780104450172,-0.5838935196287864,0.878287154393681,0.8600137247104603,0.8970197751079273,381.0,20.0
unnormalised_mse,median_latent_norm,lora_esmc_vicreg,LoRA ESMC + VICReg,comparison_immrep_vs_test,input,tcr,,,,,,2000,0.9338951513852249,0.9314848827683496,0.9364109662209117,0.9180315643764109,0.9176772362338464,0.9183858925189756,-0.015863587008814073,-0.01830083711350898,-0.013290200544172277,0.9830135246068212,0.9804538734388528,0.9857337463819728,381.0,20.0
unnormalised_mse,median_latent_norm,lora_esmc_vicreg,LoRA ESMC + VICReg,comparison_immrep_vs_test,pre_expander,tcr,,,,,,2000,2.124966370435031,2.1048864790713466,2.144946130075894,2.4317610923191295,2.4218792230669375,2.4396665877208834,0.30679472188409873,0.28470550203533074,0.3292540496899394,1.1443762716213202,1.1329320386222133,1.1562989492564577,381.0,20.0
unnormalised_mse,median_latent_norm,lora_esmc_vicreg,LoRA ESMC + VICReg,comparison_immrep_vs_test,final_latent,tcr,,,,,,2000,5.611520494982967,5.542268443077298,5.679192513286696,5.293291216630605,5.258976155358826,5.327606277902385,-0.31822927835236214,-0.4002333897409618,-0.2387506514835032,0.9432900087174451,0.9293821581079659,0.9570293432458657,381.0,20.0
unnormalised_mse,covariance_trace,lora_esmc_vicreg,LoRA ESMC + VICReg,immrep_test,final_latent,tcr,14.81412995751439,14.81412995629768,14.372268692566202,15.255991222104393,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,lora_esmc_vicreg,LoRA ESMC + VICReg,immrep_test,input,tcr,0.016650876667978983,0.016650876667978983,0.016452059818293126,0.016849693517664844,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,lora_esmc_vicreg,LoRA ESMC + VICReg,immrep_test,pre_expander,tcr,2.8211412720916043,2.82114127221449,2.8154279965772435,2.826890255735309,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,lora_esmc_vicreg,LoRA ESMC + VICReg,test,final_latent,tcr,30.380679496316194,29.427704190956234,28.91619445657717,31.836184111314452,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,lora_esmc_vicreg,LoRA ESMC + VICReg,test,input,tcr,0.0169017633040721,0.015815196869734677,0.01612838496711484,0.01769184721258249,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,lora_esmc_vicreg,LoRA ESMC + VICReg,test,pre_expander,tcr,3.919777095742996,3.830847116618603,3.8087204209202365,4.027148425934752,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,lora_esmc_vicreg,LoRA ESMC + VICReg,train,final_latent,tcr,20.85082771085399,21.34985681988632,19.98741777012575,21.74113966547008,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,lora_esmc_vicreg,LoRA ESMC + VICReg,train,input,tcr,0.010527073537816328,0.011550706121676307,0.009905824376752212,0.011073810852036554,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,lora_esmc_vicreg,LoRA ESMC + VICReg,train,pre_expander,tcr,3.0074036495977765,2.984005483190381,2.9484081936341555,3.066671757942133,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,onehot_vicreg,One-hot + VICReg,immrep_test,final_latent,tcr,52.60436736523841,52.60436736457895,52.20745202138735,53.001282708951614,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,onehot_vicreg,One-hot + VICReg,immrep_test,input,tcr,0.002397732292566164,0.0023977322925661636,0.0023976810144740557,0.002397783570658272,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,onehot_vicreg,One-hot + VICReg,immrep_test,pre_expander,tcr,39.43190700754672,39.43190700767639,39.24007027312457,39.62374374207671,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,onehot_vicreg,One-hot + VICReg,test,final_latent,tcr,49.946221809581026,44.75962354078043,47.17195173512795,52.91720691878254,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,onehot_vicreg,One-hot + VICReg,test,input,tcr,0.002330581240480663,0.0022810842424609338,0.002241078594951377,0.0024218445366983488,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,onehot_vicreg,One-hot + VICReg,test,pre_expander,tcr,43.24198087911822,42.89922001219148,42.491740518624724,43.92488032349743,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,onehot_vicreg,One-hot + VICReg,train,final_latent,tcr,37.667987139071336,33.06298461270087,36.11711830296508,39.32564552187954,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,onehot_vicreg,One-hot + VICReg,train,input,tcr,0.0015310561651497613,0.001726945324007363,0.0014477415413523215,0.0016117523104125946,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,onehot_vicreg,One-hot + VICReg,train,pre_expander,tcr,32.872079433305075,35.55479937344059,32.069548951381584,33.71870464132723,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,tcr,13.698149749869184,13.698149753768778,13.20390137514076,14.192398125512703,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,tcr,0.019382948156393447,0.019382948156393444,0.019029132727618452,0.01973676358516845,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,tcr,2.216274294015694,2.216274294116487,2.2135575864956545,2.2196701781312282,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,tcr,29.88531638304227,29.73418972498849,28.50751952334026,31.348793825781758,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,raw_esmc_vicreg,Raw ESMC + VICReg,test,input,tcr,0.01776073846800817,0.016436217533741783,0.016910517483120294,0.01871309616383184,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,raw_esmc_vicreg,Raw ESMC + VICReg,test,pre_expander,tcr,3.0167645793195814,2.9797408620605497,2.932429180761273,3.098685327241217,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,raw_esmc_vicreg,Raw ESMC + VICReg,train,final_latent,tcr,20.354621827711203,20.443895667703618,19.562960988136,21.221255389297923,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,raw_esmc_vicreg,Raw ESMC + VICReg,train,input,tcr,0.012582130506999894,0.013337550702567837,0.011880299931155212,0.013272636359881887,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,raw_esmc_vicreg,Raw ESMC + VICReg,train,pre_expander,tcr,2.3004183059816747,2.304980706353894,2.25238579487358,2.344083024838959,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,covariance_trace,onehot_vicreg,One-hot + VICReg,comparison_immrep_vs_test,input,tcr,,,,,,2000,0.002330581240480663,0.002241078594951377,0.0024218445366983488,0.002397732292566164,0.0023976810144740557,0.002397783570658272,6.715105208550095e-05,-2.3746585277134482e-05,0.00015685395538814236,1.0288130063518626,0.9901934063563957,1.0699970009313844,313.0,20.0
unnormalised_mse,covariance_trace,onehot_vicreg,One-hot + VICReg,comparison_immrep_vs_test,pre_expander,tcr,,,,,,2000,43.24198087911822,42.491740518624724,43.92488032349743,39.43190700754672,39.24007027312457,39.62374374207671,-3.810073871571504,-4.5385316606355675,-3.0416129214196177,0.9118894695822918,0.8964037867901345,0.9283900377727429,313.0,20.0
unnormalised_mse,covariance_trace,onehot_vicreg,One-hot + VICReg,comparison_immrep_vs_test,final_latent,tcr,,,,,,2000,49.946221809581026,47.17195173512795,52.91720691878254,52.60436736523841,52.20745202138735,53.001282708951614,2.6581455556573843,-0.2850834381330943,5.508190169546835,1.0532201527833578,0.99463999299907,1.1167193216594928,313.0,20.0
unnormalised_mse,covariance_trace,raw_esmc_vicreg,Raw ESMC + VICReg,comparison_immrep_vs_test,input,tcr,,,,,,2000,0.01776073846800817,0.016910517483120294,0.01871309616383184,0.019382948156393447,0.019029132727618452,0.01973676358516845,0.0016222096883852788,0.0005973719395673912,0.002582086998618647,1.0913368377844936,1.0319651913762686,1.153283917056053,313.0,20.0
unnormalised_mse,covariance_trace,raw_esmc_vicreg,Raw ESMC + VICReg,comparison_immrep_vs_test,pre_expander,tcr,,,,,,2000,3.0167645793195814,2.932429180761273,3.098685327241217,2.216274294015694,2.2135575864956545,2.2196701781312282,-0.8004902853038875,-0.8792844792400373,-0.7151641026037514,0.7346527167577541,0.7158266479252102,0.7560129528787543,313.0,20.0
unnormalised_mse,covariance_trace,raw_esmc_vicreg,Raw ESMC + VICReg,comparison_immrep_vs_test,final_latent,tcr,,,,,,2000,29.88531638304227,28.50751952334026,31.348793825781758,13.698149749869184,13.20390137514076,14.192398125512703,-16.187166633173085,-17.780305583646978,-14.656946169794132,0.458357193690005,0.4314190705667441,0.48794341191648444,313.0,20.0
unnormalised_mse,covariance_trace,lora_esmc_vicreg,LoRA ESMC + VICReg,comparison_immrep_vs_test,input,tcr,,,,,,2000,0.0169017633040721,0.01612838496711484,0.01769184721258249,0.016650876667978983,0.016452059818293126,0.016849693517664844,-0.0002508866360931179,-0.001047828093904927,0.0005131767429775398,0.9851561856843261,0.9406265461596715,1.031512404669263,313.0,20.0
unnormalised_mse,covariance_trace,lora_esmc_vicreg,LoRA ESMC + VICReg,comparison_immrep_vs_test,pre_expander,tcr,,,,,,2000,3.919777095742996,3.8087204209202365,4.027148425934752,2.8211412720916043,2.8154279965772435,2.826890255735309,-1.0986358236513918,-1.2099861194951846,-0.9914558218938709,0.7197198216080843,0.6997184076340656,0.7399714786416516,313.0,20.0
unnormalised_mse,covariance_trace,lora_esmc_vicreg,LoRA ESMC + VICReg,comparison_immrep_vs_test,final_latent,tcr,,,,,,2000,30.380679496316194,28.91619445657717,31.836184111314452,14.81412995751439,14.372268692566202,15.255991222104393,-15.566549538801803,-17.20820494236065,-14.085504803890483,0.4876168078897207,0.45903825344255633,0.5157808726498402,313.0,20.0
unnormalised_mse,mean_var_per_dim,lora_esmc_vicreg,LoRA ESMC + VICReg,immrep_test,final_latent,tcr,0.05786769514654059,0.057867695141787814,0.056141674576109135,0.059593715714591274,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,lora_esmc_vicreg,LoRA ESMC + VICReg,immrep_test,input,tcr,1.734466319581144e-05,1.734466319581144e-05,1.7137562310722005e-05,1.755176408090088e-05,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,lora_esmc_vicreg,LoRA ESMC + VICReg,immrep_test,pre_expander,tcr,0.011020083094107829,0.011020083094587851,0.010992186242816752,0.011042400576179886,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,lora_esmc_vicreg,LoRA ESMC + VICReg,test,final_latent,tcr,0.11867452928248513,0.11495196949592279,0.11300879021994713,0.12433388034246796,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,lora_esmc_vicreg,LoRA ESMC + VICReg,test,input,tcr,1.7606003441741772e-05,1.6474163405973623e-05,1.6861130048624085e-05,1.843552912441923e-05,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,lora_esmc_vicreg,LoRA ESMC + VICReg,test,pre_expander,tcr,0.015311629280246078,0.014964246549291418,0.014868914628343215,0.015758621326527295,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,lora_esmc_vicreg,LoRA ESMC + VICReg,train,final_latent,tcr,0.0814485457455234,0.08339787820268094,0.0781976664946892,0.08450909146609763,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,lora_esmc_vicreg,LoRA ESMC + VICReg,train,input,tcr,1.0965701601892007e-05,1.203198554341282e-05,1.039454418873269e-05,1.1595023739028557e-05,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,lora_esmc_vicreg,LoRA ESMC + VICReg,train,pre_expander,tcr,0.011747670506241314,0.011656271418712425,0.011522546518227716,0.011976621126644637,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,onehot_vicreg,One-hot + VICReg,immrep_test,final_latent,tcr,0.20548581002046254,0.20548581001788652,0.20393535945900143,0.20703626058191482,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,onehot_vicreg,One-hot + VICReg,immrep_test,input,tcr,0.00010898783148028017,0.00010898783148028017,0.00010898550065791161,0.00010899016230264875,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,onehot_vicreg,One-hot + VICReg,immrep_test,pre_expander,tcr,0.15403088674822937,0.15403088674873588,0.15328152450427124,0.15478024899166776,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,onehot_vicreg,One-hot + VICReg,test,final_latent,tcr,0.19510242894367588,0.17484227945617356,0.18311668752941687,0.20676827651665983,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,onehot_vicreg,One-hot + VICReg,test,input,tcr,0.00010593551093093925,0.00010368564738458788,0.00010210626082741368,0.0001100773965237276,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,onehot_vicreg,One-hot + VICReg,test,pre_expander,tcr,0.16891398780905556,0.16757507817262296,0.16609586350713554,0.17172608522807264,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,onehot_vicreg,One-hot + VICReg,train,final_latent,tcr,0.1471405747619974,0.1291522836433628,0.1411489050530051,0.15335763521825924,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,onehot_vicreg,One-hot + VICReg,train,input,tcr,6.959346205226189e-05,7.849751472760742e-05,6.587760636011633e-05,7.310807848258315e-05,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,onehot_vicreg,One-hot + VICReg,train,pre_expander,tcr,0.12840656028634795,0.1388859350525023,0.12528736851576264,0.13163521368698916,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,tcr,0.0535083974604265,0.05350839747565929,0.051577739746082596,0.05543905517028672,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,tcr,2.019057099624317e-05,2.0190570996243172e-05,1.982201325793588e-05,2.0651268169127278e-05,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,tcr,0.008657321460998804,0.008657321461392527,0.008646709322381069,0.00867058663314787,20.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,tcr,0.11673951712125887,0.11614917861323629,0.11089499187678167,0.12204511774515814,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,raw_esmc_vicreg,Raw ESMC + VICReg,test,input,tcr,1.8500769237508512e-05,1.7121059930981023e-05,1.7612892728855686e-05,1.943441785274208e-05,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,raw_esmc_vicreg,Raw ESMC + VICReg,test,pre_expander,tcr,0.011784236637967115,0.011639612742424022,0.011466040714245073,0.012115564214952525,313.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,raw_esmc_vicreg,Raw ESMC + VICReg,train,final_latent,tcr,0.07951024151449688,0.07985896745196726,0.07631085612380778,0.08285355605749906,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,raw_esmc_vicreg,Raw ESMC + VICReg,train,input,tcr,1.3106385944791557e-05,1.38932819818415e-05,1.2311665419805536e-05,1.3821750986721728e-05,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,raw_esmc_vicreg,Raw ESMC + VICReg,train,pre_expander,tcr,0.008986009007740917,0.009003830884194899,0.008799700123139874,0.009167086338778095,568.0,2000,,,,,,,,,,,,,,
unnormalised_mse,mean_var_per_dim,onehot_vicreg,One-hot + VICReg,comparison_immrep_vs_test,input,tcr,,,,,,2000,0.00010593551093093925,0.00010210626082741368,0.0001100773965237276,0.00010898783148028017,0.00010898550065791161,0.00010899016230264875,3.05232054934092e-06,-1.0739301091304097e-06,7.039477263645265e-06,1.0288130063518621,0.9902423733503897,1.0690483115426832,313.0,20.0
unnormalised_mse,mean_var_per_dim,onehot_vicreg,One-hot + VICReg,comparison_immrep_vs_test,pre_expander,tcr,,,,,,2000,0.16891398780905556,0.16609586350713554,0.17172608522807264,0.15403088674822937,0.15328152450427124,0.15478024899166776,-0.014883101060826187,-0.017864534100522248,-0.011913060157272854,0.9118894695822918,0.8958798889096027,0.9283791880760508,313.0,20.0
unnormalised_mse,mean_var_per_dim,onehot_vicreg,One-hot + VICReg,comparison_immrep_vs_test,final_latent,tcr,,,,,,2000,0.19510242894367588,0.18311668752941687,0.20676827651665983,0.20548581002046254,0.20393535945900143,0.20703626058191482,0.010383381076786657,-0.0015550999367055424,0.02137903497751259,1.0532201527833578,0.9924892764285032,1.1155498491001985,313.0,20.0
unnormalised_mse,mean_var_per_dim,raw_esmc_vicreg,Raw ESMC + VICReg,comparison_immrep_vs_test,input,tcr,,,,,,2000,1.8500769237508512e-05,1.7612892728855686e-05,1.943441785274208e-05,2.019057099624317e-05,1.982201325793588e-05,2.0651268169127278e-05,1.6898017587346564e-06,6.574573659002511e-07,2.69507799792601e-06,1.0913368377844932,1.033898168742832,1.1525390358134413,313.0,20.0
unnormalised_mse,mean_var_per_dim,raw_esmc_vicreg,Raw ESMC + VICReg,comparison_immrep_vs_test,pre_expander,tcr,,,,,,2000,0.011784236637967115,0.011466040714245073,0.012115564214952525,0.008657321460998804,0.008646709322381069,0.00867058663314787,-0.0031269151769683107,-0.00346776833220637,-0.002801207827902958,0.7346527167577541,0.7139380141733742,0.7555364553733529,313.0,20.0
unnormalised_mse,mean_var_per_dim,raw_esmc_vicreg,Raw ESMC + VICReg,comparison_immrep_vs_test,final_latent,tcr,,,,,,2000,0.11673951712125887,0.11089499187678167,0.12204511774515814,0.0535083974604265,0.051577739746082596,0.05543905517028672,-0.06323111966083236,-0.06929844162967108,-0.05759080061091571,0.458357193690005,0.43020703944387073,0.48671767188881127,313.0,20.0
unnormalised_mse,mean_var_per_dim,lora_esmc_vicreg,LoRA ESMC + VICReg,comparison_immrep_vs_test,input,tcr,,,,,,2000,1.7606003441741772e-05,1.6861130048624085e-05,1.843552912441923e-05,1.734466319581144e-05,1.7137562310722005e-05,1.755176408090088e-05,-2.613402459303307e-07,-1.1140575133754433e-06,5.396607452645184e-07,0.9851561856843261,0.9390739597140849,1.0320815993377577,313.0,20.0
unnormalised_mse,mean_var_per_dim,lora_esmc_vicreg,LoRA ESMC + VICReg,comparison_immrep_vs_test,pre_expander,tcr,,,,,,2000,0.015311629280246078,0.014868914628343215,0.015758621326527295,0.011020083094107829,0.010992186242816752,0.011042400576179886,-0.004291546186138249,-0.004713843638619464,-0.0038554296032481056,0.7197198216080843,0.7003939778552423,0.7410026164380721,313.0,20.0
unnormalised_mse,mean_var_per_dim,lora_esmc_vicreg,LoRA ESMC + VICReg,comparison_immrep_vs_test,final_latent,tcr,,,,,,2000,0.11867452928248513,0.11300879021994713,0.12433388034246796,0.05786769514654059,0.056141674576109135,0.059593715714591274,-0.060806834135944544,-0.06707396613947689,-0.055080073401328276,0.4876168078897207,0.4599273874321999,0.5160381647209622,313.0,20.0
