seed,split,model_name,k,purity_mean,purity_std,random_purity_expected,purity_enrichment,entropy_mean,entropy_std
55,val,onehot_composition,5,0.1319919517102616,0.21144957191822378,0.03783994288310508,3.4881646655231573,1.3717726464971776,0.30650231323568133
55,val,onehot_composition,10,0.10100603621730384,0.13207443317757517,0.03783994288310508,2.669296740994855,1.9355988095670904,0.2472842526673129
55,val,onehot_composition,20,0.07847082494969819,0.08397371710787262,0.03783994288310508,2.0737564322469986,2.41111124249051,0.19036615076905763
31,val,pretrained_esmc_meanpool,5,0.1380281690140845,0.20891242572186455,0.03783994288310508,3.6476843910806176,1.3234900640410885,0.3201729583040267
31,val,pretrained_esmc_meanpool,10,0.10160965794768612,0.1354529793135359,0.03783994288310508,2.685248713550601,1.87711493500883,0.263064005054286
31,val,pretrained_esmc_meanpool,20,0.07545271629778671,0.0780873361697434,0.03783994288310508,1.9939965694682678,2.376920370413129,0.17506462930424985
37,val,pretrained_esmc_meanpool,5,0.1488933601609658,0.22058040937074644,0.03783994288310508,3.934819897084049,1.3134206395062211,0.33249502177678175
37,val,pretrained_esmc_meanpool,10,0.11046277665995977,0.14934864320137956,0.03783994288310508,2.9192109777015443,1.8747837470523538,0.27616898887542257
37,val,pretrained_esmc_meanpool,20,0.08360160965794768,0.09014690803122473,0.03783994288310508,2.2093481989708406,2.3674010822948253,0.17862631870392448
43,val,pretrained_esmc_meanpool,5,0.13722334004024142,0.20240688650522617,0.03783994288310508,3.6264150943396225,1.3489691440960572,0.30035600432361004
43,val,pretrained_esmc_meanpool,10,0.10362173038229378,0.13256091485618526,0.03783994288310508,2.7384219554030884,1.9015577596356676,0.24099912814030025
43,val,pretrained_esmc_meanpool,20,0.07937625754527164,0.08112769872665045,0.03783994288310508,2.097684391080618,2.385474642452597,0.1555448743816927
49,val,pretrained_esmc_meanpool,5,0.15492957746478872,0.22955833078724341,0.03783994288310508,4.09433962264151,1.2964957446244276,0.35529709047927543
49,val,pretrained_esmc_meanpool,10,0.11488933601609658,0.15310218647682888,0.03783994288310508,3.0361921097770157,1.8607938723050153,0.2891286435146407
49,val,pretrained_esmc_meanpool,20,0.08460764587525152,0.09541552133780087,0.03783994288310508,2.2359348198970848,2.3602646508185026,0.19791694734312562
55,val,pretrained_esmc_meanpool,5,0.14849094567404425,0.20712348307703513,0.03783994288310508,3.9241852487135507,1.321542989904064,0.30908798529329023
55,val,pretrained_esmc_meanpool,10,0.1108651911468813,0.1412884656252096,0.03783994288310508,2.929845626072042,1.8711348257072142,0.24569237056287863
55,val,pretrained_esmc_meanpool,20,0.08279678068410463,0.08326115220495794,0.03783994288310508,2.188078902229846,2.3768322191809856,0.16998788893398464
31,val,finetuned_esmc_meanpool,5,0.1380281690140845,0.21006498757598657,0.03783994288310508,3.6476843910806176,1.326325355955252,0.32259666818791083
31,val,finetuned_esmc_meanpool,10,0.10643863179074448,0.13737548873789343,0.03783994288310508,2.81286449399657,1.8736982290868576,0.2578001555214827
31,val,finetuned_esmc_meanpool,20,0.08903420523138834,0.09597258598467401,0.03783994288310508,2.3529159519725567,2.3406942959893757,0.20303920179028243
37,val,finetuned_esmc_meanpool,5,0.14245472837022133,0.22154662694394173,0.03783994288310508,3.76466552315609,1.3325682152329876,0.34496922032383137
37,val,finetuned_esmc_meanpool,10,0.11287726358148893,0.15302177954871152,0.03783994288310508,2.9830188679245286,1.8650489894513884,0.29068154262972506
37,val,finetuned_esmc_meanpool,20,0.08501006036217304,0.09361749468589706,0.03783994288310508,2.2465694682675816,2.3445944935865692,0.19558799040971597
43,val,finetuned_esmc_meanpool,5,0.13440643863179078,0.21145110360099142,0.03783994288310508,3.551972555746142,1.3293953652180643,0.32548340993147556
43,val,finetuned_esmc_meanpool,10,0.10382293762575455,0.14285629268316183,0.03783994288310508,2.743739279588337,1.8767421792127112,0.2564767165755766
43,val,finetuned_esmc_meanpool,20,0.08501006036217305,0.09746097552300485,0.03783994288310508,2.246569468267582,2.339745153146754,0.19759919720889793
49,val,finetuned_esmc_meanpool,5,0.14647887323943662,0.22578429383015178,0.03783994288310508,3.871012006861064,1.3264279999518138,0.355845760551915
49,val,finetuned_esmc_meanpool,10,0.11106639839034206,0.1554453251544752,0.03783994288310508,2.9351629502572907,1.8667275793407094,0.3025720089246017
49,val,finetuned_esmc_meanpool,20,0.08923541247484912,0.10360610145659906,0.03783994288310508,2.3582332761578053,2.333803273988132,0.2210742144028371
55,val,finetuned_esmc_meanpool,5,0.13682092555331993,0.21706000182229582,0.03783994288310508,3.615780445969126,1.3398023478536814,0.33024773393688867
55,val,finetuned_esmc_meanpool,10,0.10422535211267607,0.14312639347156,0.03783994288310508,2.7543739279588344,1.8806158737780287,0.28236267784146174
55,val,finetuned_esmc_meanpool,20,0.08329979879275655,0.09166894695025997,0.03783994288310508,2.201372212692968,2.35955574457695,0.20115056180903243
31,val,onehot_vicreg,5,0.2189134808853119,0.3058853077352455,0.03783994288310508,5.785248713550602,1.206366640596345,0.46419178565611113
31,val,onehot_vicreg,10,0.1869215291750503,0.2470957664266865,0.03783994288310508,4.939794168096056,1.6977485913886061,0.47126045349279605
31,val,onehot_vicreg,20,0.14889336016096583,0.16966585309488635,0.03783994288310508,3.9348198970840493,2.142386178181708,0.36778183843027373
37,val,onehot_vicreg,5,0.21971830985915494,0.30132758086958594,0.03783994288310508,5.8065180102915965,1.2076360595895486,0.46536001767765256
37,val,onehot_vicreg,10,0.193158953722334,0.2530964793362927,0.03783994288310508,5.104631217838765,1.6730136873944008,0.5097148105095552
37,val,onehot_vicreg,20,0.15442655935613683,0.18861062255471153,0.03783994288310508,4.081046312178389,2.121733093173339,0.4521246821767089
43,val,onehot_vicreg,5,0.23460764587525154,0.3103990697098686,0.03783994288310508,6.200000000000002,1.1779287774108005,0.4730014698725578
43,val,onehot_vicreg,10,0.19919517102615694,0.2546930849906871,0.03783994288310508,5.264150943396227,1.6601603773275293,0.49964587736277793
43,val,onehot_vicreg,20,0.1579476861167002,0.1853058086949641,0.03783994288310508,4.174099485420241,2.1051429765042218,0.42812304879367336
49,val,onehot_vicreg,5,0.24949698189134809,0.3323665955143938,0.03783994288310508,6.593481989708406,1.1636441843895353,0.5015594414049311
49,val,onehot_vicreg,10,0.2189134808853119,0.2804932895314775,0.03783994288310508,5.785248713550602,1.6457571990337658,0.5577346340783959
49,val,onehot_vicreg,20,0.16951710261569417,0.20890961580239373,0.03783994288310508,4.479845626072041,2.091379225201827,0.4913922599506364
55,val,onehot_vicreg,5,0.23943661971830985,0.32279913288014156,0.03783994288310508,6.32761578044597,1.162425810524857,0.48875101106150554
55,val,onehot_vicreg,10,0.1995975855130785,0.2571313638274957,0.03783994288310508,5.274785591766725,1.6608028406321556,0.5041570939753356
55,val,onehot_vicreg,20,0.15865191146881286,0.18585707052829703,0.03783994288310508,4.192710120068611,2.0954880910902203,0.42681178050115265
31,val,raw_esmc_vicreg,5,0.2012072434607646,0.27284651847459834,0.03783994288310508,5.317324185248714,1.1950728170616052,0.4307599946402828
31,val,raw_esmc_vicreg,10,0.18571428571428572,0.23526418827961054,0.03783994288310508,4.907890222984563,1.6239948316034627,0.48611605840623473
31,val,raw_esmc_vicreg,20,0.1585513078470825,0.18215763035646432,0.03783994288310508,4.190051457975986,2.0274777135980315,0.4380064172568241
37,val,raw_esmc_vicreg,5,0.2024144869215292,0.272690974247415,0.03783994288310508,5.349228130360207,1.2144784962991402,0.41725998639063855
37,val,raw_esmc_vicreg,10,0.18390342052313885,0.23330029768901048,0.03783994288310508,4.860034305317325,1.6379599924695463,0.5191305487062008
37,val,raw_esmc_vicreg,20,0.15875251509054328,0.19175366994751972,0.03783994288310508,4.195368782161236,2.034070815310027,0.496144265760967
43,val,raw_esmc_vicreg,5,0.2152917505030181,0.27667100764478597,0.03783994288310508,5.689536878216124,1.1661996148496536,0.41969771143929996
43,val,raw_esmc_vicreg,10,0.1949698189134809,0.2445273210893256,0.03783994288310508,5.1524871355060045,1.5941265796871436,0.5193050507160418
43,val,raw_esmc_vicreg,20,0.17032193158953723,0.196292335734998,0.03783994288310508,4.501114922813037,2.005193532627463,0.5020146691593713
49,val,raw_esmc_vicreg,5,0.2358148893360161,0.31220155155346707,0.03783994288310508,6.231903945111493,1.1552246115107303,0.46991211394978627
49,val,raw_esmc_vicreg,10,0.2098591549295775,0.2748392255137101,0.03783994288310508,5.54596912521441,1.5829367901294975,0.5731585004956214
49,val,raw_esmc_vicreg,20,0.18269617706237423,0.2235221401298813,0.03783994288310508,4.828130360205832,1.9717635871217647,0.5695412330775051
55,val,raw_esmc_vicreg,5,0.22736418511066397,0.2957371415741156,0.03783994288310508,6.008576329331047,1.1451008524099784,0.45576285421542984
55,val,raw_esmc_vicreg,10,0.2046277665995976,0.25595269674584537,0.03783994288310508,5.407718696397943,1.5820096183100747,0.5462541519763716
55,val,raw_esmc_vicreg,20,0.16670020120724344,0.20003213187549568,0.03783994288310508,4.405403087478559,1.9967988395851362,0.5125845657603099
31,val,finetuned_esmc_vicreg,5,0.20684104627766603,0.28204748819818504,0.03783994288310508,5.4662092624356795,1.1931500943954465,0.42947582648196425
31,val,finetuned_esmc_vicreg,10,0.1881287726358149,0.23333795043192876,0.03783994288310508,4.971698113207548,1.621463799756893,0.4934114688452792
31,val,finetuned_esmc_vicreg,20,0.16247484909456741,0.18849000707685903,0.03783994288310508,4.293739279588337,2.0248903432369345,0.4725081416603458
37,val,finetuned_esmc_vicreg,5,0.22173038229376255,0.2898876208790021,0.03783994288310508,5.859691252144082,1.1857270149144814,0.44993062690590346
37,val,finetuned_esmc_vicreg,10,0.20080482897384308,0.24902093222243485,0.03783994288310508,5.306689536878218,1.6268151385213607,0.536403320292853
37,val,finetuned_esmc_vicreg,20,0.1704225352112676,0.20445349083520062,0.03783994288310508,4.503773584905661,2.0079823686566964,0.5363220940989015
43,val,finetuned_esmc_vicreg,5,0.22052313883299798,0.2996666960812434,0.03783994288310508,5.827787307032591,1.1529109614866857,0.4543980779346704
43,val,finetuned_esmc_vicreg,10,0.20020120724346077,0.25402189372869494,0.03783994288310508,5.2907375643224706,1.599555777052041,0.5099349334332474
43,val,finetuned_esmc_vicreg,20,0.1665995975855131,0.1938986507441489,0.03783994288310508,4.402744425385936,2.009933712888414,0.4752331749527624
49,val,finetuned_esmc_vicreg,5,0.23581488933601613,0.30304456103928146,0.03783994288310508,6.231903945111494,1.1605286194520477,0.46816113043261715
49,val,finetuned_esmc_vicreg,10,0.2126760563380282,0.2641951478491287,0.03783994288310508,5.620411663807892,1.5826029560583739,0.5505249962625509
49,val,finetuned_esmc_vicreg,20,0.17696177062374246,0.21026816390455896,0.03783994288310508,4.676586620926244,1.9813608363442252,0.5387028013078646
55,val,finetuned_esmc_vicreg,5,0.22494969818913482,0.30584718815105844,0.03783994288310508,5.944768439108063,1.1511331490544086,0.4698511640506574
55,val,finetuned_esmc_vicreg,10,0.20201207243460767,0.2580611345205453,0.03783994288310508,5.33859348198971,1.593127785878787,0.5451750406265917
55,val,finetuned_esmc_vicreg,20,0.17122736418511064,0.20144623633239986,0.03783994288310508,4.525042881646655,1.9943675090472293,0.5305955004073122
