model,model_label,split,stage,side,metric,peptide_balanced_mean,ci_low,ci_high,n_peptides
onehot_vicreg,One-hot + VICReg,immrep_test,pre_expander,peptide,covariance_trace,3.579777046311791e-16,2.135061257228853e-16,5.308344753113411e-16,20
onehot_vicreg,One-hot + VICReg,immrep_test,pre_expander,peptide,mean_var_per_dim,1.9998754448669224e-18,1.1285986979265778e-18,2.9442050668058382e-18,20
onehot_vicreg,One-hot + VICReg,immrep_test,pre_expander,peptide,median_pairwise_cosine,-2.442490654175344e-17,-4.7739590058881737e-17,1.540743955501381e-35,20
onehot_vicreg,One-hot + VICReg,immrep_test,pre_expander,pmhc,mean_latent_norm,6.797993388107722,6.7441475222171885,6.853803630426427,20
onehot_vicreg,One-hot + VICReg,immrep_test,pre_expander,pmhc,covariance_trace,9.809660877066304e-16,5.680978868776981e-16,1.4562399433583633e-15,20
onehot_vicreg,One-hot + VICReg,immrep_test,pre_expander,pmhc,mean_var_per_dim,3.831898780104025e-18,2.1816688618642234e-18,5.683189918264117e-18,20
onehot_vicreg,One-hot + VICReg,immrep_test,pre_expander,pmhc,median_pairwise_cosine,-6.6613381477509405e-18,-3.555489236362064e-17,2.3314683517128283e-17,20
onehot_vicreg,One-hot + VICReg,immrep_test,pre_expander,tcr,mean_latent_norm,7.489008790871663,7.46639474651158,7.511622835232092,20
onehot_vicreg,One-hot + VICReg,immrep_test,pre_expander,tcr,covariance_trace,39.43190700754672,39.24007027304755,39.62374374206084,20
onehot_vicreg,One-hot + VICReg,immrep_test,pre_expander,tcr,mean_var_per_dim,0.15403088674822937,0.1532815245040096,0.15478024899214599,20
onehot_vicreg,One-hot + VICReg,immrep_test,pre_expander,tcr,median_pairwise_cosine,0.7053617751056083,0.7047707984842745,0.7059454625187391,20
onehot_vicreg,One-hot + VICReg,test,final_latent,hla,mean_latent_norm,3.4886794880419023,3.3871106265691298,3.597783660312684,381
onehot_vicreg,One-hot + VICReg,test,final_latent,hla,covariance_trace,0.03061370893678526,2.5453272895542886e-05,0.06999929584055097,313
onehot_vicreg,One-hot + VICReg,test,final_latent,hla,mean_var_per_dim,0.00039758063554266567,3.305619856342591e-07,0.0009445057357282001,313
onehot_vicreg,One-hot + VICReg,test,final_latent,hla,median_pairwise_cosine,0.0016672701366245487,-5.712150667272692e-17,0.004603219195183657,313
onehot_vicreg,One-hot + VICReg,test,final_latent,peptide,mean_latent_norm,5.204483956512909,5.010243386594537,5.421522412931908,381
onehot_vicreg,One-hot + VICReg,test,final_latent,peptide,covariance_trace,2.7040509747144624e-15,8.920912126491717e-16,5.110715569636203e-15,313
onehot_vicreg,One-hot + VICReg,test,final_latent,peptide,mean_var_per_dim,1.510643002633778e-17,4.727656309941042e-18,2.8347938887631233e-17,313
onehot_vicreg,One-hot + VICReg,test,final_latent,peptide,median_pairwise_cosine,4.334480945980642e-17,-1.8024275717676463e-17,1.193330134743263e-16,313
onehot_vicreg,One-hot + VICReg,test,final_latent,pmhc,mean_latent_norm,6.4562865698309135,6.266131900041007,6.664716537849054,381
onehot_vicreg,One-hot + VICReg,test,final_latent,pmhc,covariance_trace,0.03061370893678797,2.545327289603744e-05,0.07353817018270277,313
onehot_vicreg,One-hot + VICReg,test,final_latent,pmhc,mean_var_per_dim,0.00011958480053432801,9.94268472552215e-08,0.00029032791188062304,313
onehot_vicreg,One-hot + VICReg,test,final_latent,pmhc,median_pairwise_cosine,0.00044298512394966207,1.206755675152868e-16,0.001021932291867652,313
onehot_vicreg,One-hot + VICReg,test,final_latent,tcr,mean_latent_norm,8.097460834829622,7.971935991999041,8.240272800919781,381
onehot_vicreg,One-hot + VICReg,test,final_latent,tcr,covariance_trace,49.946221833339735,47.15578798341551,52.8141872667006,313
onehot_vicreg,One-hot + VICReg,test,final_latent,tcr,mean_var_per_dim,0.19510242903648334,0.18423366250624568,0.20637706259693198,313
onehot_vicreg,One-hot + VICReg,test,final_latent,tcr,median_pairwise_cosine,0.6855507420499088,0.6588573215028366,0.711180127890977,313
onehot_vicreg,One-hot + VICReg,test,input,hla,mean_latent_norm,0.2510458181763243,0.2509208193838061,0.25118437651775644,381
onehot_vicreg,One-hot + VICReg,test,input,hla,covariance_trace,6.135663582533549e-07,6.533069287232395e-09,1.397655055697408e-06,313
onehot_vicreg,One-hot + VICReg,test,input,hla,mean_var_per_dim,2.7889379920607044e-08,2.9695769487419973e-10,6.390526076072243e-08,313
onehot_vicreg,One-hot + VICReg,test,input,hla,median_pairwise_cosine,4.322347865413348e-06,2.020925138275345e-17,1.1365167430351756e-05,313
onehot_vicreg,One-hot + VICReg,test,input,peptide,mean_latent_norm,0.4139766260387344,0.4083582986244935,0.4194207451945951,381
onehot_vicreg,One-hot + VICReg,test,input,peptide,covariance_trace,0.0,0.0,0.0,313
onehot_vicreg,One-hot + VICReg,test,input,peptide,mean_var_per_dim,0.0,0.0,0.0,313
onehot_vicreg,One-hot + VICReg,test,input,peptide,median_pairwise_cosine,-1.0641115251998305e-17,-2.2346342029196442e-17,7.094076834665537e-19,313
onehot_vicreg,One-hot + VICReg,test,input,pmhc,mean_latent_norm,0.48492393473071665,0.4799368942730057,0.4898244901980328,381
onehot_vicreg,One-hot + VICReg,test,input,pmhc,covariance_trace,6.135663582533549e-07,6.533069287232395e-09,1.4017331134252684e-06,313
onehot_vicreg,One-hot + VICReg,test,input,pmhc,mean_var_per_dim,1.3944689960303522e-08,1.4847884743709987e-10,3.2253300046421324e-08,313
onehot_vicreg,One-hot + VICReg,test,input,pmhc,median_pairwise_cosine,2.2957395018180804e-06,-1.0961235469162587e-16,5.755520702167816e-06,313
onehot_vicreg,One-hot + VICReg,test,input,tcr,mean_latent_norm,0.25135137505967625,0.25092389992373304,0.2517998432750122,381
onehot_vicreg,One-hot + VICReg,test,input,tcr,covariance_trace,0.002330581240480663,0.0022382414321105147,0.0024219940241575933,313
onehot_vicreg,One-hot + VICReg,test,input,tcr,mean_var_per_dim,0.00010593551093093925,0.00010180242995518736,0.00011027686886911323,313
onehot_vicreg,One-hot + VICReg,test,input,tcr,median_pairwise_cosine,0.036226087044103183,0.03476690439442999,0.037671267029394134,313
onehot_vicreg,One-hot + VICReg,test,pre_expander,hla,mean_latent_norm,6.190799907175357,6.073738209077215,6.315218981837891,381
onehot_vicreg,One-hot + VICReg,test,pre_expander,hla,covariance_trace,0.0579744869279473,0.00012885637103337148,0.14142599184664154,313
onehot_vicreg,One-hot + VICReg,test,pre_expander,hla,mean_var_per_dim,0.0007529154146486666,1.6734593640701245e-06,0.001839007141088722,313
onehot_vicreg,One-hot + VICReg,test,pre_expander,hla,median_pairwise_cosine,0.0006164634241164906,-4.689539491555654e-17,0.0014127040106774976,313
onehot_vicreg,One-hot + VICReg,test,pre_expander,peptide,mean_latent_norm,3.739251971539615,3.7102898488352634,3.7708640998264173,381
onehot_vicreg,One-hot + VICReg,test,pre_expander,peptide,covariance_trace,1.482052580077713e-15,5.115349356294066e-16,2.788532074866157e-15,313
onehot_vicreg,One-hot + VICReg,test,pre_expander,peptide,mean_var_per_dim,8.279623352389459e-18,2.77927372855178e-18,1.4638004593698735e-17,313
onehot_vicreg,One-hot + VICReg,test,pre_expander,peptide,median_pairwise_cosine,6.200223153497679e-17,-8.443724952460657e-18,1.5047246374009063e-16,313
onehot_vicreg,One-hot + VICReg,test,pre_expander,pmhc,mean_latent_norm,7.270864413800231,7.165486238103787,7.385812414084863,381
onehot_vicreg,One-hot + VICReg,test,pre_expander,pmhc,covariance_trace,0.0579744869279488,0.00012885637103627947,0.13591849644593534,313
onehot_vicreg,One-hot + VICReg,test,pre_expander,pmhc,mean_var_per_dim,0.0002264628395623,5.033451993533484e-07,0.0005319147120437413,313
onehot_vicreg,One-hot + VICReg,test,pre_expander,pmhc,median_pairwise_cosine,0.0006017995183382272,3.6947725674146784e-17,0.0015054103702691725,313
onehot_vicreg,One-hot + VICReg,test,pre_expander,tcr,mean_latent_norm,7.83645035018742,7.799484478429575,7.873021462653998,381
onehot_vicreg,One-hot + VICReg,test,pre_expander,tcr,covariance_trace,43.24198088111838,42.519286142443086,43.97729636063181,313
onehot_vicreg,One-hot + VICReg,test,pre_expander,tcr,mean_var_per_dim,0.16891398781686867,0.16614641297934657,0.1718851602028629,313
onehot_vicreg,One-hot + VICReg,test,pre_expander,tcr,median_pairwise_cosine,0.700614502495892,0.6887460510443831,0.7123571099331827,313
onehot_vicreg,One-hot + VICReg,train,final_latent,hla,mean_latent_norm,3.5760575925940152,3.500573818766371,3.6632434212380667,925
onehot_vicreg,One-hot + VICReg,train,final_latent,hla,covariance_trace,0.15237809378374653,0.06612821362608656,0.26071596098681143,568
onehot_vicreg,One-hot + VICReg,train,final_latent,hla,mean_var_per_dim,0.0019789362829057988,0.0008376918413142323,0.0034473984843639022,568
onehot_vicreg,One-hot + VICReg,train,final_latent,hla,median_pairwise_cosine,0.012315368433025269,0.004878315371866117,0.02079157111881706,568
onehot_vicreg,One-hot + VICReg,train,final_latent,peptide,mean_latent_norm,5.235415648466742,5.098081998010907,5.3718657708337725,925
onehot_vicreg,One-hot + VICReg,train,final_latent,peptide,covariance_trace,5.918078685832073e-16,5.855609316798186e-19,1.512594810924452e-15,568
onehot_vicreg,One-hot + VICReg,train,final_latent,peptide,mean_var_per_dim,3.3061892099620516e-18,3.271290121116306e-21,8.450902201564724e-18,568
onehot_vicreg,One-hot + VICReg,train,final_latent,peptide,median_pairwise_cosine,-9.968551805613219e-19,-3.037476373710376e-17,4.251391883293919e-17,568
onehot_vicreg,One-hot + VICReg,train,final_latent,pmhc,mean_latent_norm,6.530149430765723,6.3873793674342005,6.6813880161821695,925
onehot_vicreg,One-hot + VICReg,train,final_latent,pmhc,covariance_trace,0.15237809378374717,0.06472097735267372,0.25909895425005597,568
onehot_vicreg,One-hot + VICReg,train,final_latent,pmhc,mean_var_per_dim,0.0005952269288427624,0.0002636746238695464,0.0010012002595757637,568
onehot_vicreg,One-hot + VICReg,train,final_latent,pmhc,median_pairwise_cosine,0.004744775393394317,0.0017163903622209738,0.008225071135690348,568
onehot_vicreg,One-hot + VICReg,train,final_latent,tcr,mean_latent_norm,7.843026771379528,7.72543061886632,7.97002549893173,925
onehot_vicreg,One-hot + VICReg,train,final_latent,tcr,covariance_trace,37.667987106056295,36.13328861347009,39.311085649292615,568
onehot_vicreg,One-hot + VICReg,train,final_latent,tcr,mean_var_per_dim,0.1471405746330324,0.1414501613957046,0.1531230520662375,568
onehot_vicreg,One-hot + VICReg,train,final_latent,tcr,median_pairwise_cosine,0.585011877286565,0.5671098370756138,0.6017013731288867,568
onehot_vicreg,One-hot + VICReg,train,input,hla,mean_latent_norm,0.2510231255809616,0.25093257416093473,0.251112631160922,925
onehot_vicreg,One-hot + VICReg,train,input,hla,covariance_trace,5.085927283035774e-06,2.348518609276997e-06,8.12271181652787e-06,568
onehot_vicreg,One-hot + VICReg,train,input,hla,mean_var_per_dim,2.3117851286526246e-07,1.0664213197217515e-07,3.712283334579791e-07,568
onehot_vicreg,One-hot + VICReg,train,input,hla,median_pairwise_cosine,8.33258451406064e-05,3.6755261744891484e-05,0.00013648696279481922,568
onehot_vicreg,One-hot + VICReg,train,input,peptide,mean_latent_norm,0.4205997579448681,0.4168769677489129,0.424251451920693,925
onehot_vicreg,One-hot + VICReg,train,input,peptide,covariance_trace,0.0,0.0,0.0,568
onehot_vicreg,One-hot + VICReg,train,input,peptide,mean_var_per_dim,0.0,0.0,0.0,568
onehot_vicreg,One-hot + VICReg,train,input,peptide,median_pairwise_cosine,9.773090005503139e-19,-7.818472004402511e-18,9.968551805613202e-18,568
onehot_vicreg,One-hot + VICReg,train,input,pmhc,mean_latent_norm,0.49062219061031176,0.4876390258804942,0.4939148890988573,925
onehot_vicreg,One-hot + VICReg,train,input,pmhc,covariance_trace,5.085927283035774e-06,2.377339031034358e-06,8.130542454180326e-06,568
onehot_vicreg,One-hot + VICReg,train,input,pmhc,mean_var_per_dim,1.1558925643263123e-07,5.4510750149876e-08,1.8628345490486985e-07,568
onehot_vicreg,One-hot + VICReg,train,input,pmhc,median_pairwise_cosine,2.0867226223142133e-05,1.01924497614753e-05,3.374964489071761e-05,568
onehot_vicreg,One-hot + VICReg,train,input,tcr,mean_latent_norm,0.25251571714544735,0.2521660189905644,0.2528782023046531,925
onehot_vicreg,One-hot + VICReg,train,input,tcr,covariance_trace,0.0015310561651497613,0.0014477500896668677,0.0016121549377746595,568
onehot_vicreg,One-hot + VICReg,train,input,tcr,mean_var_per_dim,6.959346205226189e-05,6.588483274530129e-05,7.349030311968623e-05,568
onehot_vicreg,One-hot + VICReg,train,input,tcr,median_pairwise_cosine,0.024408918618747562,0.0231209424780966,0.02574058795668349,568
onehot_vicreg,One-hot + VICReg,train,pre_expander,hla,mean_latent_norm,6.25803080488161,6.181650969789557,6.341437667869547,925
onehot_vicreg,One-hot + VICReg,train,pre_expander,hla,covariance_trace,0.484968365226505,0.19958615699577836,0.8375788600638584,568
onehot_vicreg,One-hot + VICReg,train,pre_expander,hla,mean_var_per_dim,0.0062982904574870775,0.0025663589477330118,0.010681396102275705,568
onehot_vicreg,One-hot + VICReg,train,pre_expander,hla,median_pairwise_cosine,0.009993909209578456,0.003840579051552328,0.01754362354220477,568
onehot_vicreg,One-hot + VICReg,train,pre_expander,peptide,mean_latent_norm,3.73888912208949,3.719941140657042,3.7597400588472136,925
onehot_vicreg,One-hot + VICReg,train,pre_expander,peptide,covariance_trace,3.0196745775424387e-16,1.5673980991451866e-19,8.07473248394397e-16,568
onehot_vicreg,One-hot + VICReg,train,pre_expander,peptide,mean_var_per_dim,1.6869690377332063e-18,8.756413961704951e-22,4.3385332784887286e-18,568
onehot_vicreg,One-hot + VICReg,train,pre_expander,peptide,median_pairwise_cosine,-5.746576923235843e-18,-3.2644075236381583e-17,3.38461653070583e-17,568
onehot_vicreg,One-hot + VICReg,train,pre_expander,pmhc,mean_latent_norm,7.331774935047107,7.263651077284346,7.4045452925600355,925
onehot_vicreg,One-hot + VICReg,train,pre_expander,pmhc,covariance_trace,0.4849683652265053,0.19116107578145194,0.8593914677225938,568
onehot_vicreg,One-hot + VICReg,train,pre_expander,pmhc,mean_var_per_dim,0.0018944076766660364,0.0007691127597318922,0.003241409517418883,568
onehot_vicreg,One-hot + VICReg,train,pre_expander,pmhc,median_pairwise_cosine,0.00906398790466915,0.003594881100403864,0.01563435926889816,568
onehot_vicreg,One-hot + VICReg,train,pre_expander,tcr,mean_latent_norm,7.6963595045473765,7.670204905016582,7.722528625318198,925
onehot_vicreg,One-hot + VICReg,train,pre_expander,tcr,covariance_trace,32.87207943326796,32.085361454468476,33.63633823385859,568
onehot_vicreg,One-hot + VICReg,train,pre_expander,tcr,mean_var_per_dim,0.12840656028620298,0.12516586351648945,0.1315524877195454,568
onehot_vicreg,One-hot + VICReg,train,pre_expander,tcr,median_pairwise_cosine,0.5616025800035159,0.5474011296123183,0.5750261233188767,568
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,hla,mean_latent_norm,3.178308760467291,2.702491218739886,3.6541263021946953,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,hla,covariance_trace,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,hla,mean_var_per_dim,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,hla,median_pairwise_cosine,-9.992007221626407e-17,-1.2212453270876718e-16,-7.771561172376095e-17,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,peptide,mean_latent_norm,2.8625431184559877,2.580919944506763,3.1465591449271044,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,peptide,covariance_trace,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,peptide,mean_var_per_dim,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,peptide,median_pairwise_cosine,-1.2212453270876724e-17,-4.107825191113079e-17,1.554312234475219e-17,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,pmhc,mean_latent_norm,4.419178899488029,4.009908039729098,4.850676035886059,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,pmhc,covariance_trace,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,pmhc,mean_var_per_dim,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,pmhc,median_pairwise_cosine,-1.3322676295501875e-17,-3.885780586188048e-17,1.1102230246251563e-17,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,tcr,mean_latent_norm,5.225420212888219,5.170849790350993,5.279990635425444,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,tcr,covariance_trace,13.698149748548445,13.203901317177525,14.192398179919365,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,tcr,mean_var_per_dim,0.053508397455267365,0.05157773952022471,0.05543905539031002,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,final_latent,tcr,median_pairwise_cosine,0.2970682458372488,0.2727229062082795,0.32125068890861214,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,hla,mean_latent_norm,0.6924038299115616,0.6893478414446965,0.6954598183784266,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,hla,covariance_trace,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,hla,mean_var_per_dim,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,hla,median_pairwise_cosine,-1.1102230246251565e-16,-1.554312234475219e-16,-6.661338147750939e-17,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,peptide,mean_latent_norm,1.368618372130617,1.3553733760149909,1.3810737479107187,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,peptide,covariance_trace,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,peptide,mean_var_per_dim,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,peptide,median_pairwise_cosine,4.4408920985006264e-17,-2.2343238370581267e-17,1.1102230246251565e-16,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,pmhc,mean_latent_norm,1.5338869027430726,1.5215033488612877,1.545223184754791,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,pmhc,covariance_trace,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,pmhc,mean_var_per_dim,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,pmhc,median_pairwise_cosine,5.551115123125783e-18,-3.8857805861880476e-17,4.4408920985006264e-17,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,tcr,mean_latent_norm,0.7243270314276096,0.72368893767626,0.7249651251789592,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,tcr,covariance_trace,0.019382948156393447,0.019029132727618452,0.01973897493159828,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,tcr,mean_var_per_dim,2.019057099624317e-05,1.982201325793588e-05,2.055912873455046e-05,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,input,tcr,median_pairwise_cosine,0.0326553728926264,0.03221503965807996,0.033115329760978016,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,hla,mean_latent_norm,2.3860662549023095,2.1893044490395295,2.58282806076509,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,hla,covariance_trace,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,hla,mean_var_per_dim,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,hla,median_pairwise_cosine,-4.440892098500625e-17,-7.993605777301126e-17,-8.881784197001251e-18,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,peptide,mean_latent_norm,0.7750363390071091,0.7365200109769742,0.8152624177561677,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,peptide,covariance_trace,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,peptide,mean_var_per_dim,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,peptide,median_pairwise_cosine,-1.221245327087672e-17,-3.9968028886505634e-17,1.7763568394002502e-17,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,pmhc,mean_latent_norm,2.517627302874428,2.3198656030162623,2.708203703287646,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,pmhc,covariance_trace,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,pmhc,mean_var_per_dim,0.0,0.0,0.0,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,pmhc,median_pairwise_cosine,-2.3314683517128283e-17,-4.884981308350688e-17,3.3306690738754683e-18,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,tcr,mean_latent_norm,2.138205572251997,2.1262319243503347,2.1501792201536594,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,tcr,covariance_trace,2.2162742946016647,2.213557589308655,2.2189909998946744,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,tcr,mean_var_per_dim,0.008657321463287753,0.008646709333236934,0.008667933593338572,20
raw_esmc_vicreg,Raw ESMC + VICReg,immrep_test,pre_expander,tcr,median_pairwise_cosine,0.4714041602191316,0.46595636029126086,0.47635648872107605,20
raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,hla,mean_latent_norm,2.8017692867220445,2.6936664928395464,2.9112230575683875,381
raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,hla,covariance_trace,0.026244569942902883,6.002333548538478e-06,0.07121951214913284,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,hla,mean_var_per_dim,0.00034083857068705034,7.794608207023135e-08,0.0009898401162458637,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,hla,median_pairwise_cosine,0.002253992663450413,-1.1471476945495906e-16,0.0062430030597030095,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,peptide,mean_latent_norm,3.396088663110292,3.2818994774939627,3.5150368398737704,381
raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,peptide,covariance_trace,1.9329547887223482e-08,6.818334134770336e-18,4.991790647467286e-08,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,peptide,mean_var_per_dim,1.0798630104594123e-10,3.809125214955496e-20,2.7293416383729425e-10,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,peptide,median_pairwise_cosine,-2.7170314276769005e-17,-3.49737987949011e-17,-1.9012125916903642e-17,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,pmhc,mean_latent_norm,4.54552787998939,4.41961451735011,4.67186709183835,381
raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,pmhc,covariance_trace,0.026244589272450766,6.021663096441525e-06,0.0698835583616079,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,pmhc,mean_var_per_dim,0.0001025179268455108,2.3518582043390185e-08,0.00027298334135695705,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,pmhc,median_pairwise_cosine,0.001216123715506321,-1.490110839121496e-17,0.003655756274074941,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,tcr,mean_latent_norm,5.737394698576524,5.65372477888104,5.822951225218951,381
raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,tcr,covariance_trace,29.88531641851327,28.436790323173952,31.35596255237305,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,tcr,mean_var_per_dim,0.11673951725981746,0.11105458288696528,0.12250182152293021,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,final_latent,tcr,median_pairwise_cosine,0.8926370111333616,0.8493757674349617,0.9335797898199593,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,input,hla,mean_latent_norm,0.696007927624665,0.6944875557394721,0.6976335948387207,381
raw_esmc_vicreg,Raw ESMC + VICReg,test,input,hla,covariance_trace,4.609009013354013e-06,8.451786875948922e-10,1.0944611948027678e-05,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,input,hla,mean_var_per_dim,4.8010510555770965e-09,3.172093466693109e-11,1.1238551551058049e-08,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,input,hla,median_pairwise_cosine,7.605403177069492e-06,-1.9872282733106834e-17,2.0074231720879573e-05,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,input,peptide,mean_latent_norm,1.3531189471995373,1.347926988631572,1.3579445468285076,381
raw_esmc_vicreg,Raw ESMC + VICReg,test,input,peptide,covariance_trace,9.495870826522728e-10,0.0,2.610979492363366e-09,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,input,peptide,mean_var_per_dim,9.891532110961175e-13,0.0,2.719770304545173e-12,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,input,peptide,median_pairwise_cosine,1.3833449827597797e-17,-3.547038417332768e-18,3.0859234230795086e-17,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,input,pmhc,mean_latent_norm,1.5219024533625112,1.5174018630846464,1.526221246625642,381
raw_esmc_vicreg,Raw ESMC + VICReg,test,input,pmhc,covariance_trace,4.609958600436665e-06,3.084480633285847e-08,1.066467761737842e-05,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,input,pmhc,mean_var_per_dim,2.401020104394096e-09,1.6065003298363785e-11,5.554945845805985e-09,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,input,pmhc,median_pairwise_cosine,1.6852367442195874e-06,-1.4214756457461067e-17,4.019426925265236e-06,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,input,tcr,mean_latent_norm,0.7346704299770745,0.7330576337463038,0.7363393290949006,381
raw_esmc_vicreg,Raw ESMC + VICReg,test,input,tcr,covariance_trace,0.01776073846800817,0.016917668465325136,0.018721391704266278,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,input,tcr,mean_var_per_dim,1.8500769237508512e-05,1.756868768913461e-05,1.948156180262798e-05,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,input,tcr,median_pairwise_cosine,0.03143592970166909,0.029953381507530408,0.033029377455610194,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,pre_expander,hla,mean_latent_norm,2.328038560694412,2.269383919016952,2.393986630763971,381
raw_esmc_vicreg,Raw ESMC + VICReg,test,pre_expander,hla,covariance_trace,0.015222032129581778,2.7769056498991593e-05,0.03807873024544171,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,pre_expander,hla,mean_var_per_dim,0.00019768872895560747,3.6081865385461745e-07,0.000503173694561098,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,pre_expander,hla,median_pairwise_cosine,8.94579563105612e-05,-8.871143081749253e-18,0.00026561908057122106,313
raw_esmc_vicreg,Raw ESMC + VICReg,test,pre_expander,peptide,mean_latent_norm,0.8791653393487509,0.8624040360597625,0.8950846144140796,381
raw_esmc_vicreg,Raw ESMC + VICReg,test,pre_expander,peptide,covariance_trace,5.278891492148818e-09,5.911332089110919e-19,1.4026019905544346e-08,313
