split,category,model,metric,mean,std,n_seeds,seeds,n_pairs,n_pos,n_neg,n_peptides,n_pep_n_le_2,frac_pairs_n_le_2,note
test,unseen_peptide,pretrained_esmc_meanpool,global_auroc,,0.0,5,"31,37,43,49,55",3,3,0,2,2.0,1.0,few_peptides;majority_pairs_in_n<=2_peptides;low_class_counts;pep_w_unstable
test,unseen_peptide,pretrained_esmc_meanpool,global_auprc,,0.0,5,"31,37,43,49,55",3,3,0,2,2.0,1.0,few_peptides;majority_pairs_in_n<=2_peptides;low_class_counts;pep_w_unstable
test,unseen_peptide,pretrained_esmc_meanpool,pep_w_auroc,,0.0,5,"31,37,43,49,55",3,3,0,2,2.0,1.0,few_peptides;majority_pairs_in_n<=2_peptides;low_class_counts;pep_w_unstable
test,unseen_peptide,pretrained_esmc_meanpool,pep_w_auroc_min2each,,0.0,5,"31,37,43,49,55",3,3,0,2,2.0,1.0,few_peptides;majority_pairs_in_n<=2_peptides;low_class_counts;pep_w_unstable
val,ALL,esm_vicreg_finetuned,global_auroc,0.809098000171905,0.001813005653642662,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,esm_vicreg_finetuned,global_auprc,0.7994701257954892,0.0026999384719289697,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,esm_vicreg_finetuned,pep_w_auroc,0.799459665106465,0.005449568454492029,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,esm_vicreg_finetuned,pep_w_auroc_min2each,0.8027313583580277,0.005343038381810055,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,esm_vicreg_raw,global_auroc,0.8090139816061658,0.004440920925064651,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,esm_vicreg_raw,global_auprc,0.8029441279187596,0.00301563228329011,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,esm_vicreg_raw,pep_w_auroc,0.7965297959658969,0.005236553094438281,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,esm_vicreg_raw,pep_w_auroc_min2each,0.8022351266754741,0.005548919666941451,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,finetuned_esmc_meanpool,global_auroc,0.5260085092971951,0.0,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,finetuned_esmc_meanpool,global_auprc,0.5215752973321737,0.0,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,finetuned_esmc_meanpool,pep_w_auroc,0.5385146459884755,0.0,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,finetuned_esmc_meanpool,pep_w_auroc_min2each,0.52878276429257,0.0,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,onehot_composition,global_auroc,0.5042267140360428,0.0,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,onehot_composition,global_auprc,0.5006877936749485,0.0,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,onehot_composition,pep_w_auroc,0.49973975928109604,6.206335383118183e-17,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,onehot_composition,pep_w_auroc_min2each,0.5064347175556042,0.0,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,onehot_vicreg,global_auroc,0.7329251783514312,0.002207430133377544,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,onehot_vicreg,global_auprc,0.7213334086958312,0.0031025250688781363,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,onehot_vicreg,pep_w_auroc,0.749142174397979,0.004968336302162345,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,onehot_vicreg,pep_w_auroc_min2each,0.7667573229263065,0.006906076559400419,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,pretrained_esmc_meanpool,global_auroc,0.5007456379107813,0.0,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,pretrained_esmc_meanpool,global_auprc,0.5048849336729726,0.0,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,pretrained_esmc_meanpool,pep_w_auroc,0.49424645948250834,0.0,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,ALL,pretrained_esmc_meanpool,pep_w_auroc_min2each,0.5131203735856436,0.0,5,"31,37,43,49,55",3342,1672,1670,349,265.0,0.13644524236983843,
val,both_seen,esm_vicreg_finetuned,global_auroc,0.8333333333333334,0.058925565098878946,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,esm_vicreg_finetuned,global_auprc,0.8373809523809523,0.07737912085744576,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,esm_vicreg_finetuned,pep_w_auroc,0.7333333333333334,0.09938079899999064,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,esm_vicreg_finetuned,pep_w_auroc_min2each,,0.0,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,esm_vicreg_raw,global_auroc,0.825,0.05432668671002208,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,esm_vicreg_raw,global_auprc,0.809404761904762,0.0518940437819732,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,esm_vicreg_raw,pep_w_auroc,0.7333333333333334,0.18592445034090566,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,esm_vicreg_raw,pep_w_auroc_min2each,,0.0,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,finetuned_esmc_meanpool,global_auroc,0.5416666666666667,0.0,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,finetuned_esmc_meanpool,global_auprc,0.5932539682539683,0.0,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,finetuned_esmc_meanpool,pep_w_auroc,0.3888888888888889,0.0,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,finetuned_esmc_meanpool,pep_w_auroc_min2each,,0.0,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,onehot_composition,global_auroc,0.625,0.0,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,onehot_composition,global_auprc,0.5416666666666666,0.0,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,onehot_composition,pep_w_auroc,0.7777777777777778,0.0,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,onehot_composition,pep_w_auroc_min2each,,0.0,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,onehot_vicreg,global_auroc,0.825,0.11562030771259674,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,onehot_vicreg,global_auprc,0.799047619047619,0.16983207909786344,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,onehot_vicreg,pep_w_auroc,0.8666666666666666,0.2981423969999719,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,onehot_vicreg,pep_w_auroc_min2each,,0.0,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,pretrained_esmc_meanpool,global_auroc,0.5833333333333333,0.0,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,pretrained_esmc_meanpool,global_auprc,0.7048611111111112,0.0,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,pretrained_esmc_meanpool,pep_w_auroc,0.4444444444444445,6.206335383118183e-17,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,both_seen,pretrained_esmc_meanpool,pep_w_auroc_min2each,,0.0,5,"31,37,43,49,55",10,4,6,5,4.0,0.7,majority_pairs_in_n<=2_peptides;low_class_counts
val,completely_unseen,esm_vicreg_finetuned,global_auroc,0.7465982905982906,0.016632377614085207,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,esm_vicreg_finetuned,global_auprc,0.6838701849633997,0.01406722641327934,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,esm_vicreg_finetuned,pep_w_auroc,0.7421948998178506,0.014337741022039392,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,esm_vicreg_finetuned,pep_w_auroc_min2each,0.7175160256410257,0.016437183687019387,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,esm_vicreg_raw,global_auroc,0.7308888888888887,0.026579245263249496,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,esm_vicreg_raw,global_auprc,0.7135672165951255,0.015791941647788,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,esm_vicreg_raw,pep_w_auroc,0.7211839708561021,0.042652257839671776,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,esm_vicreg_raw,pep_w_auroc_min2each,0.699775641025641,0.0630305595254351,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,finetuned_esmc_meanpool,global_auroc,0.524957264957265,0.0,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,finetuned_esmc_meanpool,global_auprc,0.4867323182061466,6.206335383118183e-17,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,finetuned_esmc_meanpool,pep_w_auroc,0.6706739526411658,0.0,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,finetuned_esmc_meanpool,pep_w_auroc_min2each,0.6512820512820513,0.0,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,onehot_composition,global_auroc,0.5112820512820513,0.0,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,onehot_composition,global_auprc,0.4757195162243928,0.0,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,onehot_composition,pep_w_auroc,0.4099271402550091,0.0,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,onehot_composition,pep_w_auroc_min2each,0.3703525641025641,0.0,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,onehot_vicreg,global_auroc,0.6229059829059829,0.02791255927012791,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,onehot_vicreg,global_auprc,0.576188032673146,0.02911364143033554,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,onehot_vicreg,pep_w_auroc,0.6486885245901639,0.06731883342738079,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,onehot_vicreg,pep_w_auroc_min2each,0.6106730769230768,0.08351560671740585,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,pretrained_esmc_meanpool,global_auroc,0.42735042735042744,6.206335383118183e-17,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,pretrained_esmc_meanpool,global_auprc,0.48068431431455927,6.206335383118183e-17,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,pretrained_esmc_meanpool,pep_w_auroc,0.39207650273224043,0.0,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,completely_unseen,pretrained_esmc_meanpool,pep_w_auroc_min2each,0.30528846153846156,0.0,5,"31,37,43,49,55",217,100,117,88,69.0,0.4792626728110599,
val,unseen_HLA,esm_vicreg_finetuned,global_auroc,0.8050397877984086,0.12528769950789972,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,esm_vicreg_finetuned,global_auprc,0.7501353472761918,0.1280727385441246,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,esm_vicreg_finetuned,pep_w_auroc,0.8333333333333334,0.12229989761755711,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,esm_vicreg_finetuned,pep_w_auroc_min2each,0.8933333333333333,0.1382429423555181,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,esm_vicreg_raw,global_auroc,0.8063660477453581,0.13177111750646717,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,esm_vicreg_raw,global_auprc,0.7918653325486653,0.1266701488800405,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,esm_vicreg_raw,pep_w_auroc,0.8333333333333334,0.18062824107186373,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,esm_vicreg_raw,pep_w_auroc_min2each,0.8933333333333333,0.05962847939999436,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,finetuned_esmc_meanpool,global_auroc,0.506631299734748,0.0,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,finetuned_esmc_meanpool,global_auprc,0.5516985433666662,0.0,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,finetuned_esmc_meanpool,pep_w_auroc,0.37179487179487186,0.0,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,finetuned_esmc_meanpool,pep_w_auroc_min2each,0.5333333333333334,0.0,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,onehot_composition,global_auroc,0.4496021220159151,0.0,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,onehot_composition,global_auprc,0.501008038817989,0.0,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,onehot_composition,pep_w_auroc,0.3076923076923077,0.0,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,onehot_composition,pep_w_auroc_min2each,0.6,0.0,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,onehot_vicreg,global_auroc,0.4657824933687003,0.1043388180105889,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,onehot_vicreg,global_auprc,0.5075343243715922,0.0596449998730498,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,onehot_vicreg,pep_w_auroc,0.4384615384615385,0.09568260593356559,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,onehot_vicreg,pep_w_auroc_min2each,0.8,0.0471404520791032,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,pretrained_esmc_meanpool,global_auroc,0.4283819628647215,0.0,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,pretrained_esmc_meanpool,global_auprc,0.507834225087629,0.0,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,pretrained_esmc_meanpool,pep_w_auroc,0.358974358974359,0.0,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_HLA,pretrained_esmc_meanpool,pep_w_auroc_min2each,0.8666666666666668,0.0,5,"31,37,43,49,55",55,29,26,26,24.0,0.8181818181818182,majority_pairs_in_n<=2_peptides
val,unseen_TCR,esm_vicreg_finetuned,global_auroc,0.8126201577605776,0.0027169314203974223,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,esm_vicreg_finetuned,global_auprc,0.8057554118528586,0.003402069730215702,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,esm_vicreg_finetuned,pep_w_auroc,0.8016966863566383,0.006995078024133023,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,esm_vicreg_finetuned,pep_w_auroc_min2each,0.8056796146702109,0.005701502557140147,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,esm_vicreg_raw,global_auroc,0.8126707595605561,0.003641670731424791,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,esm_vicreg_raw,global_auprc,0.8080472101704854,0.002411051844790691,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,esm_vicreg_raw,pep_w_auroc,0.7998184998476466,0.0034612920305675246,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,esm_vicreg_raw,pep_w_auroc_min2each,0.8058629709874985,0.004165236400331129,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,finetuned_esmc_meanpool,global_auroc,0.5254523611591598,0.0,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,finetuned_esmc_meanpool,global_auprc,0.5230218094066728,0.0,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,finetuned_esmc_meanpool,pep_w_auroc,0.5336357445457425,0.0,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,finetuned_esmc_meanpool,pep_w_auroc_min2each,0.5238404192060664,0.0,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,onehot_composition,global_auroc,0.505301140950109,0.0,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,onehot_composition,global_auprc,0.5048713213272358,0.0,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,onehot_composition,pep_w_auroc,0.5073288467470998,0.0,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,onehot_composition,pep_w_auroc_min2each,0.510360591299402,0.0,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,onehot_vicreg,global_auroc,0.7414337520890454,0.0020341515987553345,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,onehot_vicreg,global_auprc,0.7299409360445885,0.004662656212997751,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,onehot_vicreg,pep_w_auroc,0.7604451486893683,0.004933126458743525,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,onehot_vicreg,pep_w_auroc_min2each,0.7726491603506005,0.004794664827666309,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,pretrained_esmc_meanpool,global_auroc,0.5056126690384108,0.0,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,pretrained_esmc_meanpool,global_auprc,0.5063822383354412,0.0,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,pretrained_esmc_meanpool,pep_w_auroc,0.5016605505742295,0.0,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_TCR,pretrained_esmc_meanpool,pep_w_auroc_min2each,0.5197047892767267,0.0,5,"31,37,43,49,55",3049,1533,1516,229,166.0,0.09708101016726796,
val,unseen_peptide,esm_vicreg_finetuned,global_auroc,1.0,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,esm_vicreg_finetuned,global_auprc,1.0,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,esm_vicreg_finetuned,pep_w_auroc,1.0,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,esm_vicreg_finetuned,pep_w_auroc_min2each,,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,esm_vicreg_raw,global_auroc,0.9866666666666667,0.018257418583505474,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,esm_vicreg_raw,global_auprc,0.9904761904761905,0.013041013273932601,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,esm_vicreg_raw,pep_w_auroc,1.0,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,esm_vicreg_raw,pep_w_auroc_min2each,,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,finetuned_esmc_meanpool,global_auroc,0.4333333333333334,6.206335383118183e-17,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,finetuned_esmc_meanpool,global_auprc,0.5327380952380952,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,finetuned_esmc_meanpool,pep_w_auroc,0.4,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,finetuned_esmc_meanpool,pep_w_auroc_min2each,,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,onehot_composition,global_auroc,0.5,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,onehot_composition,global_auprc,0.6327380952380952,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,onehot_composition,pep_w_auroc,0.6,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,onehot_composition,pep_w_auroc_min2each,,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,onehot_vicreg,global_auroc,0.7466666666666666,0.25668831077571275,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,onehot_vicreg,global_auprc,0.7862109187109187,0.15052296671619722,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,onehot_vicreg,pep_w_auroc,0.8,0.2449489742783178,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,onehot_vicreg,pep_w_auroc_min2each,,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,pretrained_esmc_meanpool,global_auroc,0.6666666666666666,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,pretrained_esmc_meanpool,global_auprc,0.7051587301587301,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,pretrained_esmc_meanpool,pep_w_auroc,0.8,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
val,unseen_peptide,pretrained_esmc_meanpool,pep_w_auroc_min2each,,0.0,5,"31,37,43,49,55",11,6,5,6,6.0,1.0,majority_pairs_in_n<=2_peptides;low_class_counts
